com.lge.lgemembership_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), androidx.appcompat, ImmediateBox($d0) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l2__ $d0__ $d1), 
com.lge.lgemembership_apk, email, $r25 = virtualinvoke $r25.<com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder: com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder requestEmail()>(), com.google.android.gms, JimpleLocalBox(r0) in r0.<com.google.android.gms.auth.api.signin.GoogleSignInOptions$Builder: boolean zad> = 1, 
com.lge.lgemembership_apk, advertisingidClient getadvertisingidInfo, $r2 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r1), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.lge.lgemembership_apk, advertisingidClient getInfo, $r4 = virtualinvoke $r3.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.lge.lgemembership_apk, advertisingidClient getadvertisingidInfo, $r5 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r4), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.lge.lgemembership_apk, email, $r13 = virtualinvoke $r9.<com.google.android.gms.auth.api.signin.GoogleSignInAccount: java.lang.String getEmail()>(), com.google.android.gms, ImmediateBox($r13) in if $r13 != null goto $r13 = virtualinvoke $r9.<com.google.android.gms.auth.api.signin.GoogleSignInAccount: java.lang.String getEmail()>(), 
com.lge.lgemembership_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), androidx.appcompat, ImmediateBox($d1) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l2__ $d0__ $d1), 
com.lgnsd.two_apk, advertisingidClient getadvertisingidInfo, $r2 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r1), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.lgnsd.two_apk, advertisingidClient getInfo, $r4 = virtualinvoke $r3.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.macsoftex.portrait_apk, email, $r1 = staticinvoke <com.onesignal.OneSignalStateSynchronizer: com.onesignal.UserStateEmailSynchronizer getEmailStateSynchronizer()>(), com.onesignal, JimpleLocalBox($r1) in $z0 = virtualinvoke $r1.<com.onesignal.UserStateEmailSynchronizer: boolean getSyncAsNewSession()>(), 
com.macsoftex.portrait_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), androidx.appcompat, ImmediateBox($d0) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l1__ $d0__ $d1), 
com.macsoftex.portrait_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), androidx.appcompat, ImmediateBox($d1) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l1__ $d0__ $d1), 
com.macsoftex.portrait_apk, email, $r0 = staticinvoke <com.onesignal.OneSignal: java.lang.String getEmailId()>(), com.onesignal, ImmediateBox($r0) in staticinvoke <com.onesignal.OneSignalRestClient: void post(java.lang.String__org.json.JSONObject__com.onesignal.OneSignalRestClient$ResponseHandler)>($r0__ $r4__ $r2), 
com.mantrapeletpenaklukwanitasejagad.onlineforextrading_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), androidx.appcompat, ImmediateBox($d0) in virtualinvoke $r3.<androidx.appcompat.app.l: void a(long__double__double)>($l1__ $d0__ $d1), 
com.mantrapeletpenaklukwanitasejagad.onlineforextrading_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), androidx.appcompat, ImmediateBox($d1) in virtualinvoke $r3.<androidx.appcompat.app.l: void a(long__double__double)>($l1__ $d0__ $d1), 
com.mantrapeletpenaklukwanitasejagad.onlineforextrading_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), com.google.android.gms, ImmediateBox($d0) in specialinvoke $r2.<com.google.android.gms.maps.model.LatLng: void <init>(double__double)>($d0__ $d1), 
com.mantrapeletpenaklukwanitasejagad.onlineforextrading_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), com.google.android.gms, ImmediateBox($d1) in specialinvoke $r2.<com.google.android.gms.maps.model.LatLng: void <init>(double__double)>($d0__ $d1), 
com.massagetherapy.bestmassagevideos_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), androidx.appcompat, ImmediateBox($d0) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l1__ $d0__ $d1), 
com.massagetherapy.bestmassagevideos_apk, android.hardware.SensorManager getDefaultSensor, $r4 = virtualinvoke $r1.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(4), com.facebook, ImmediateBox($r4) in if $r4 != null goto $r5 = <com.facebook.ads.redexgen.X.97: android.hardware.SensorEventListener A02>, 
com.massagetherapy.bestmassagevideos_apk, advertisingidClient getadvertisingidInfo, $r3 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r2), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.massagetherapy.bestmassagevideos_apk, advertisingidClient getInfo, $r2 = virtualinvoke $r0.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.massagetherapy.bestmassagevideos_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), androidx.appcompat, ImmediateBox($d1) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l1__ $d0__ $d1), 
com.massagetherapy.bestmassagevideos_apk, android.hardware.SensorManager getDefaultSensor, $r4 = virtualinvoke $r1.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(1), com.facebook, ImmediateBox($r4) in if $r4 != null goto $r4 = <com.facebook.ads.redexgen.X.97: android.hardware.Sensor A01>, 
com.mersadtm.haram_apk, advertisingidClient getInfo, $r4 = virtualinvoke $r3.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.mersadtm.haram_apk, advertisingidClient getadvertisingidInfo, $r2 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r1), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.Meteosolutions.Meteo3b_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), androidx.appcompat, ImmediateBox($d0) in virtualinvoke $r3.<androidx.appcompat.app.l: void a(long__double__double)>($l1__ $d0__ $d1), 
com.Meteosolutions.Meteo3b_apk, advertisingidClient getadvertisingidInfo, $r3 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r2), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.Meteosolutions.Meteo3b_apk, advertisingidClient getInfo, $r2 = virtualinvoke $r0.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.Meteosolutions.Meteo3b_apk, advertisingidClient getadvertisingidInfo, $r9 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r3), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.Meteosolutions.Meteo3b_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), androidx.appcompat, ImmediateBox($d1) in virtualinvoke $r3.<androidx.appcompat.app.l: void a(long__double__double)>($l1__ $d0__ $d1), 
com.Meteosolutions.Meteo3b_apk, advertisingidClient getadvertisingidInfo, $r2 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r1), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.Meteosolutions.Meteo3b_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r8.<android.location.Location: double getLatitude()>(), org.json, ImmediateBox($d0) in virtualinvoke $r1.<org.json.JSONObject: org.json.JSONObject put(java.lang.String__double)>("pxratio"__ $d0), 
com.mobile.numberlocation.gps.callerid_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r10.<android.location.Location: double getLongitude()>(), com.applovin, ImmediateBox($d1) in specialinvoke $r1.<com.applovin.impl.sdk.s: void <init>(double__double__long)>($d0__ $d1__ $l0), 
com.mobile.numberlocation.gps.callerid_apk, advertisingidClient getadvertisingidInfo, $r2 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r0), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.mobile.numberlocation.gps.callerid_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r10.<android.location.Location: double getLatitude()>(), com.applovin, ImmediateBox($d0) in specialinvoke $r1.<com.applovin.impl.sdk.s: void <init>(double__double__long)>($d0__ $d1__ $l0), 
com.mobile.numberlocation.gps.callerid_apk, android.hardware.SensorManager getDefaultSensor, $r6 = virtualinvoke $r5.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(1), com.applovin, LinkedRValueBox($r6) in r0.<com.applovin.impl.sdk.utils.i: android.hardware.Sensor c> = $r6, 
com.mobile.numberlocation.gps.callerid_apk, email, $r2 = staticinvoke <com.onesignal.OneSignal: java.lang.String getEmailId()>(), com.onesignal, ImmediateBox($r2) in staticinvoke <com.onesignal.OneSignalRestClient: void post(java.lang.String__org.json.JSONObject__com.onesignal.OneSignalRestClient$ResponseHandler)>($r2__ $r4__ $r1), 
com.mobile.numberlocation.gps.callerid_apk, email, $r1 = staticinvoke <com.onesignal.OneSignalStateSynchronizer: com.onesignal.UserStateEmailSynchronizer getEmailStateSynchronizer()>(), com.onesignal, JimpleLocalBox($r1) in $z0 = virtualinvoke $r1.<com.onesignal.UserStateEmailSynchronizer: boolean getSyncAsNewSession()>(), 
com.mobile.numberlocation.gps.callerid_apk, advertisingidClient getadvertisingidInfo, $r2 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r1), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.mobile.numberlocation.gps.callerid_apk, android.hardware.SensorManager getDefaultSensor, $r5 = virtualinvoke $r4.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(4), com.applovin, LinkedRValueBox($r5) in r0.<com.applovin.impl.sdk.utils.m: android.hardware.Sensor d> = $r5, 
com.mobile.numberlocation.gps.callerid_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), androidx.appcompat, ImmediateBox($d1) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l1__ $d0__ $d1), 
com.mobile.numberlocation.gps.callerid_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), androidx.appcompat, ImmediateBox($d0) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l1__ $d0__ $d1), 
com.mobions.asked_apk, android.accounts.AccountManager getAccounts, $r21 = virtualinvoke $r20.<android.accounts.AccountManager: android.accounts.Account[] getAccountsByType(java.lang.String)>("com.google"), com.igaworks.adpopcorn, ImmediateBox($r21) in if $r21 == null goto specialinvoke r0.<com.igaworks.adpopcorn.activity.layout.ApOfferWallLayout: void v()>(),FALSE
com.motionportrait.ZombieBooth_apk, advertisingidClient getInfo, $r2 = virtualinvoke $r1.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r9) in specialinvoke $r9.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r10__ $z0), 
com.motionportrait.ZombieBooth_apk, advertisingidClient getadvertisingidInfo, $r2 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r1), com.google.android.gms, JimpleLocalBox($r9) in specialinvoke $r9.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r10__ $z0), 
com.multicraft.game_apk, android.hardware.SensorManager getDefaultSensor, $r5 = virtualinvoke $r4.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(4), com.applovin, LinkedRValueBox($r5) in r0.<com.applovin.impl.sdk.utils.m: android.hardware.Sensor d> = $r5, 
com.multicraft.game_apk, advertisingidClient getadvertisingidInfo, $r2 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r0), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.multicraft.game_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r10.<android.location.Location: double getLatitude()>(), com.applovin, ImmediateBox($d0) in specialinvoke $r1.<com.applovin.impl.sdk.t: void <init>(double__double__long)>($d0__ $d1__ $l0), 
com.multicraft.game_apk, android.hardware.SensorManager getDefaultSensor, $r6 = virtualinvoke $r5.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(1), com.applovin, LinkedRValueBox($r6) in r0.<com.applovin.impl.sdk.utils.i: android.hardware.Sensor c> = $r6, 
com.multicraft.game_apk, advertisingidClient getadvertisingidInfo, $r3 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r2), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.multicraft.game_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r10.<android.location.Location: double getLongitude()>(), com.applovin, ImmediateBox($d1) in specialinvoke $r1.<com.applovin.impl.sdk.t: void <init>(double__double__long)>($d0__ $d1__ $l0), 
com.multicraft.game_apk, android.hardware.SensorManager getDefaultSensor, $r4 = virtualinvoke $r1.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(1), com.facebook, ImmediateBox($r4) in if $r4 != null goto $r4 = <com.facebook.ads.redexgen.X.98: android.hardware.Sensor A01>, 
com.multicraft.game_apk, android.hardware.SensorManager getDefaultSensor, $r4 = virtualinvoke $r1.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(4), com.facebook, ImmediateBox($r4) in if $r4 != null goto $r5 = <com.facebook.ads.redexgen.X.98: android.hardware.SensorEventListener A02>, 
com.mw.rouletteroyale_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), androidx.appcompat, ImmediateBox($d1) in virtualinvoke $r3.<androidx.appcompat.app.i: void a(long__double__double)>($l1__ $d0__ $d1), 
com.mw.rouletteroyale_apk, email, $r2 = virtualinvoke r0.<com.mw.rouletteroyale.user.AccountUser: java.lang.String getEmailId()>(), org.json, ImmediateBox($r2) in virtualinvoke $r1.<org.json.JSONObject: org.json.JSONObject put(java.lang.String__java.lang.Object)>("facebookId"__ $r2), 
com.mw.rouletteroyale_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), androidx.appcompat, ImmediateBox($d0) in virtualinvoke $r3.<androidx.appcompat.app.i: void a(long__double__double)>($l1__ $d0__ $d1), 
com.mw.rouletteroyale_apk, email, $r2 = virtualinvoke r0.<com.mw.rouletteroyale.user.FacebookUser: java.lang.String getEmail()>(), org.json, ImmediateBox($r2) in virtualinvoke $r1.<org.json.JSONObject: org.json.JSONObject put(java.lang.String__java.lang.Object)>("picture"__ $r2), 
com.nail.art.salon.nuttyapps_apk, android.net.wifi.WifiInfo getMacAddress, r3 = virtualinvoke $r22.<android.net.wifi.WifiInfo: java.lang.String getMacAddress()>(), com.tapjoy, LinkedRValueBox(r3) in <com.tapjoy.TapjoyConnectCore: java.lang.String deviceScreenLayoutSize> = r3, 
com.naynad.nab.resephari_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), com.google.android.gms, ImmediateBox($d0) in specialinvoke $r2.<com.google.android.gms.maps.model.LatLng: void <init>(double__double)>($d0__ $d1), 
com.naynad.nab.resephari_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), com.google.android.gms, ImmediateBox($d1) in specialinvoke $r2.<com.google.android.gms.maps.model.LatLng: void <init>(double__double)>($d0__ $d1), 
com.naynad.nab.resephari_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), androidx.appcompat, ImmediateBox($d0) in virtualinvoke $r3.<androidx.appcompat.app.l: void a(long__double__double)>($l1__ $d0__ $d1), 
com.naynad.nab.resephari_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), androidx.appcompat, ImmediateBox($d1) in virtualinvoke $r3.<androidx.appcompat.app.l: void a(long__double__double)>($l1__ $d0__ $d1), 
com.ninjakiwi.sas3zombieassault_apk, advertisingidClient getadvertisingidInfo, $r3 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r2), com.google.android.gms, JimpleLocalBox($r9) in specialinvoke $r9.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r10__ $z0), 
com.ninjakiwi.sas3zombieassault_apk, advertisingidClient getInfo, $r2 = virtualinvoke $r1.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r9) in specialinvoke $r9.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r10__ $z0), 
com.nokoprint_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r10.<android.location.Location: double getLatitude()>(), com.applovin, ImmediateBox($d0) in specialinvoke $r1.<com.applovin.impl.sdk.u: void <init>(double__double__long)>($d0__ $d1__ $l0), 
com.nokoprint_apk, advertisingidClient getadvertisingidInfo, $r2 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r0), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.nokoprint_apk, android.hardware.SensorManager getDefaultSensor, $r4 = virtualinvoke $r1.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(4), com.facebook, ImmediateBox($r4) in if $r4 != null goto $r5 = <com.facebook.ads.redexgen.X.98: android.hardware.SensorEventListener A02>, 
com.nokoprint_apk, advertisingidClient getadvertisingidInfo, $r3 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r2), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.nokoprint_apk, advertisingidClient getadvertisingidInfo, $r4 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r3), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.nokoprint_apk, android.hardware.SensorManager getDefaultSensor, $r5 = virtualinvoke $r4.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(4), com.applovin, LinkedRValueBox($r5) in r0.<com.applovin.impl.sdk.utils.m: android.hardware.Sensor d> = $r5, 
com.nokoprint_apk, android.hardware.SensorManager getDefaultSensor, $r4 = virtualinvoke $r1.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(1), com.facebook, ImmediateBox($r4) in if $r4 != null goto $r4 = <com.facebook.ads.redexgen.X.98: android.hardware.Sensor A01>, 
com.nokoprint_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r10.<android.location.Location: double getLongitude()>(), com.applovin, ImmediateBox($d1) in specialinvoke $r1.<com.applovin.impl.sdk.u: void <init>(double__double__long)>($d0__ $d1__ $l0), 
com.nokoprint_apk, android.hardware.SensorManager getDefaultSensor, $r6 = virtualinvoke $r5.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(1), com.applovin, LinkedRValueBox($r6) in r0.<com.applovin.impl.sdk.utils.i: android.hardware.Sensor c> = $r6, 
com.pasia.boltahai_apk, advertisingidClient getInfo, $r2 = virtualinvoke $r1.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r9) in specialinvoke $r9.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r10__ $z0), 
com.peyman.dateconvert_apk, email, $r1 = staticinvoke <com.onesignal.OneSignal: java.lang.String getEmailId()>(), com.onesignal, ImmediateBox($r1) in staticinvoke <com.onesignal.OneSignal: void sendOnFocusToPlayer(java.lang.String__org.json.JSONObject__boolean)>($r1__ $r0__ 1), 
com.peyman.dateconvert_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), androidx.appcompat, ImmediateBox($d0) in virtualinvoke $r3.<androidx.appcompat.app.j: void a(long__double__double)>($l1__ $d0__ $d1), 
com.peyman.dateconvert_apk, advertisingidClient getInfo, $r4 = virtualinvoke $r3.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.peyman.dateconvert_apk, advertisingidClient getadvertisingidInfo, $r2 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r1), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.peyman.dateconvert_apk, email, $r0 = staticinvoke <com.onesignal.OneSignal: java.lang.String getEmailId()>(), com.onesignal, ImmediateBox($r0) in staticinvoke <com.onesignal.OneSignalRestClient: void post(java.lang.String__org.json.JSONObject__com.onesignal.OneSignalRestClient$ResponseHandler)>($r0__ $r4__ $r2), 
com.peyman.dateconvert_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), androidx.appcompat, ImmediateBox($d1) in virtualinvoke $r3.<androidx.appcompat.app.j: void a(long__double__double)>($l1__ $d0__ $d1), 
com.peyman.dateconvert_apk, email, $r1 = staticinvoke <com.onesignal.OneSignalStateSynchronizer: com.onesignal.UserStateEmailSynchronizer getEmailStateSynchronizer()>(), com.onesignal, JimpleLocalBox($r1) in $z0 = virtualinvoke $r1.<com.onesignal.UserStateSynchronizer: boolean getSyncAsNewSession()>(), 
com.peyman.dateconvert_apk, email, $r4 = staticinvoke <com.onesignal.OneSignalStateSynchronizer: com.onesignal.UserStateEmailSynchronizer getEmailStateSynchronizer()>(), com.onesignal, JimpleLocalBox($r4) in virtualinvoke $r4.<com.onesignal.UserStateSynchronizer: void sendTags(org.json.JSONObject__com.onesignal.OneSignal$ChangeTagsUpdateHandler)>($r1__ $r0), 
