tpl_name,raw_num_node,raw_num_class,raw_num_edge,num_node,num_class,num_edge
com.netflix.turbine,4738,550,13,4761,550,6711
com.netflix.turbine,4768,556,13,4791,556,6840
com.netflix.turbine,4784,561,13,4808,561,6921
com.netflix.turbine,4784,561,13,4808,561,6922
com.netflix.turbine,2793,324,111,2809,324,1899
com.netflix.turbine,2847,336,111,2864,336,2083
com.netflix.turbine,2276,234,69,2283,234,962
com.netflix.turbine,2230,232,94,2232,232,931
com.netflix.turbine,2276,234,69,2283,234,962
com.netflix.turbine,1964,174,13,1964,174,713
com.netflix.turbine,1964,174,13,1964,174,713
com.netflix.turbine,1964,174,13,1964,174,713
com.netflix.turbine,1964,174,13,1964,174,713
com.netflix.turbine,1964,174,13,1964,174,713
com.noqoush.adfalcon.android,12424,1095,13,12425,1095,17790
com.pollfish,10831,1089,13,10858,1089,13045
com.taboola,1986,198,13,1986,198,716
com.tappx.sdk.android,8881,729,13,8882,729,7428
com.unity3d.ads,12599,1311,13,12622,1311,21723
com.vdopia.ads.lw,12135,1185,13,12141,1185,14120
com.yomob,6911,543,13,6918,543,4589
com.yumimobi.ads.mediation,7829,656,13,7849,656,5354
com.yumimobi.ads.thirdparty,1964,174,13,1964,174,713
io.display,10772,1029,13,10779,1029,12069
net.minidev,2751,239,13,2751,239,2748
net.nan21.dnet,5651,319,13,5677,319,4052
net.nan21.dnet,5651,319,13,5677,319,4052
android.arch.work,9174,912,13,9204,912,9947
androidx.appcompat,13906,1217,13,14028,1217,20209
androidx.appcompat,13994,1292,13,14164,1292,19172
androidx.loader,5295,447,13,5304,447,3272
androidx.print,4819,411,13,4824,411,2957
androidx.transition,7824,732,13,7852,732,8223
androidx.viewpager,7235,601,13,7253,601,5490
aviary,1964,174,13,1964,174,713
bouncycastle,11635,1755,66,11637,1755,56704
ch.acra,10281,867,13,10281,867,9612
com.airbnb.android,8946,907,13,8967,907,12992
com.alipay.sdk,165595,12344,13,165602,12344,186608
com.amazonaws,9244,1120,13,9359,1120,18654
com.amazonaws,9744,1183,13,9866,1183,20660
com.amazonaws,10458,1276,13,10583,1276,23197
com.amazonaws,8698,1067,13,8813,1067,15551
com.amazonaws,11933,1439,13,12064,1439,29216
com.android.support,16476,1757,13,17349,1757,26390
com.android.support,1965,175,13,1965,175,714
com.android.support,1964,174,13,1964,174,713
com.atlassian.plugins,5935,966,13,6056,966,8715
com.atlassian.plugins,5935,966,13,6056,966,8713
com.bluelinelabs,7921,616,13,7927,616,6123
com.bluelinelabs,2793,267,13,2798,267,1716
com.caverock,7527,648,13,7531,648,9385
com.clevertap.android,13775,1327,13,13827,1327,31725
com.coditory.sherlock,2053,201,13,2055,201,788
com.crittercism,11069,985,13,11069,985,12547
com.davemorrissey.labs,6893,535,13,6893,535,5109
com.evernote,8463,705,13,8479,705,7752
com.facebook.android,13273,1220,13,13292,1220,20462
com.facebook.android,14164,1381,13,14188,1381,23727
com.facebook.litho,11115,964,13,11169,964,13330
com.fasterxml.jackson.core,2144,228,13,2144,228,941
com.fasterxml.jackson.core,12388,1163,13,12467,1163,50244
com.fasterxml.jackson.core,12111,1117,13,12189,1117,49011
com.getkeepsafe.relinker,5184,426,13,5184,426,3151
com.github.axet.fbreader,19011,2357,13,19024,2357,51940
com.github.bumptech.glide,2743,250,13,2743,250,1274
com.github.castorflex.smoothprogressbar,6305,498,13,6305,498,4218
com.github.houbb,2699,290,13,2721,290,1721
com.github.jakob-grabner,6365,490,13,6365,490,4433
com.github.nisrulz,8987,720,13,8991,720,6622
com.github.rubensousa,6118,480,13,6122,480,3941
com.github.vicpinm,8367,693,13,8382,693,7778
com.github.yalantis,8900,759,13,8920,759,6911
com.google.android.gms,6990,538,13,6992,538,4630
com.google.android.gms,6989,538,13,6992,538,4630
com.google.android.material,15645,1586,13,15958,1586,24211
com.google.code.findbugs,1998,210,13,1998,210,713
com.google.firebase,7678,636,13,7698,636,6025
